index,k
119538,0.19416
678749,0.19416
652180,0.19416
651700,0.19416
713075,0.19416
693315,0.19416
514091,0.19416
500268,0.19416
155056,0.19416
95333,0.19416
25966,0.19416
539353,0.19416
449850,0.19416
415658,0.19416
588109,0.19416
542437,0.19416
567844,0.19416
377264,0.19416
226273,0.19416
348270,0.19416
495158,0.19416
467983,0.19416
325150,0.19416
120617,0.19416
509604,0.19416
344499,0.19416
128036,0.19416
430532,0.19416
451532,0.19416
258772,0.19416
499632,0.19416
581820,0.19416
71037,0.19416
583283,0.19416
150489,0.19416
649910,0.19416
474103,0.19416
182696,0.19416
628954,0.19416
66588,0.19416
99721,0.19416
370768,0.19416
70799,0.19416
218355,0.19416
261567,0.19416
262569,0.19416
330610,0.19416
283872,0.19416
408991,0.19416
319245,0.19416
563181,0.19416
585522,0.19416
492569,0.19416
286903,0.19416
11521,0.19416
149852,0.19416
704877,0.19416
537017,0.19416
144791,0.19416
487004,0.19416
624389,0.19416
164602,0.19416
39783,0.19416
10382,0.19416
89059,0.19416
520513,0.19416
258228,0.19416
299550,0.19416
677114,0.19416
306668,0.19416
573007,0.19416
120575,0.19416
419708,0.19416
589769,0.19416
654240,0.19416
682895,0.19416
336597,0.19416
130516,0.19416
599529,0.19416
528845,0.19416
476112,0.19416
74390,0.19416
650273,0.19416
192207,0.19416
274540,0.19416
586147,0.19416
77757,0.19416
445189,0.19416
321054,0.19416
187164,0.19416
181254,0.19416
241667,0.19416
417176,0.19416
645137,0.19416
13563,0.19416
681721,0.19416
421419,0.19416
136494,0.19416
661829,0.19416
653043,0.19416
397471,0.19416
474477,0.19416
326960,0.19416
213412,0.19416
225196,0.19416
182652,0.19416
55568,0.19416
482169,0.19416
397831,0.19416
562721,0.19416
526244,0.19416
291721,0.19416
2256,0.19416
41609,0.19416
254286,0.19416
105145,0.19416
206932,0.19416
191032,0.19416
366397,0.19416
9145,0.19416
286999,0.19416
601888,0.19416
254579,0.19416
447975,0.19416
339818,0.19416
440962,0.19416
670568,0.19416
400802,0.19416
595122,0.19416
427902,0.19416
114447,0.19416
494490,0.19416
286161,0.19416
226983,0.19416
289910,0.19416
335420,0.19416
378565,0.19416
419450,0.19416
495273,0.19416
70891,0.19416
64001,0.19416
656113,0.19416
59720,0.19416
274558,0.19416
715630,0.19416
217069,0.19416
457478,0.19416
455056,0.19416
390807,0.19416
290621,0.19416
340518,0.19416
524259,0.19416
10504,0.19416
237380,0.19416
112698,0.19416
582567,0.19416
233400,0.19416
429985,0.19416
116692,0.19416
419768,0.19416
568324,0.19416
7255,0.19416
332494,0.19416
649189,0.19416
47744,0.19416
232337,0.19416
482754,0.19416
408204,0.19416
143457,0.19416
538507,0.19416
487050,0.19416
376387,0.19416
52090,0.19416
145295,0.19416
441764,0.19416
123634,0.19416
542627,0.19416
377207,0.19416
381956,0.19416
96195,0.19416
682988,0.19416
100500,0.19416
362951,0.19416
44829,0.19416
168341,0.19416
511316,0.19416
52852,0.19416
541168,0.19416
258582,0.19416
283328,0.19416
592342,0.19416
283732,0.19416
699013,0.19416
653557,0.19416
579733,0.19416
400611,0.19416
653410,0.19416
188548,0.19416
270113,0.19416
449577,0.19416
190923,0.19416
564347,0.19416
14803,0.19416
89682,0.19416
288365,0.19416
144122,0.19416
644689,0.19416
600501,0.19416
678016,0.19416
39673,0.19416
506807,0.19416
712401,0.19416
353657,0.19416
60900,0.19416
493594,0.19416
6168,0.19416
699797,0.19416
354232,0.19416
599076,0.19416
41789,0.19416
356446,0.19416
357872,0.19416
478572,0.19416
381920,0.19416
579309,0.19416
687002,0.19416
113822,0.19416
396869,0.19416
51955,0.19416
15641,0.19416
612545,0.19416
97192,0.19416
83290,0.19416
198113,0.19416
712773,0.19416
657602,0.19416
689720,0.19416
335671,0.19416
600803,0.19416
470090,0.19416
256249,0.19416
4668,0.19416
97761,0.19416
85329,0.19416
419735,0.19416
471182,0.19416
611752,0.19416
497931,0.19416
574709,0.19416
686809,0.19416
290164,0.19416
685641,0.19416
662261,0.19416
490756,0.19416
301200,0.19416
279431,0.19416
674668,0.19416
211886,0.19416
294059,0.19416
55969,0.19416
483877,0.19416
482443,0.19416
173533,0.19416
399015,0.19416
3166,0.19416
679939,0.19416
183540,0.19416
685289,0.19416
425592,0.19416
315037,0.19416
683107,0.19416
373332,0.19416
64545,0.19416
404905,0.19416
302085,0.19416
120532,0.19416
713741,0.19416
602317,0.19416
488777,0.19416
674636,0.19416
235218,0.19416
376948,0.19416
392389,0.19416
554819,0.19416
410701,0.19416
73056,0.19416
263395,0.19416
514393,0.19416
513933,0.19416
84915,0.19416
56343,0.19416
357867,0.19416
496895,0.19416
170461,0.19416
561100,0.19416
579728,0.19416
105332,0.19416
708942,0.19416
436375,0.19416
88074,0.19416
421804,0.19416
201329,0.19416
123426,0.19416
519776,0.19416
68833,0.19416
224016,0.19416
641154,0.19416
158686,0.19416
428798,0.19416
189346,0.19416
342022,0.19416
675980,0.19416
413108,0.19416
172722,0.19416
403591,0.19416
187735,0.19416
251529,0.19416
205002,0.19416
464368,0.19416
53122,0.19416
80182,0.19416
446053,0.19416
126916,0.19416
451576,0.19416
61881,0.19416
644608,0.19416
697173,0.19416
574292,0.19416
63360,0.19416
198119,0.19416
564846,0.19416
187549,0.19416
510075,0.19416
435380,0.19416
397246,0.19416
470702,0.19416
610522,0.19416
393436,0.19416
595812,0.19416
580105,0.19416
274081,0.19416
430097,0.19416
166913,0.19416
6656,0.19416
9345,0.19416
541311,0.19416
396452,0.19416
716120,0.19416
242015,0.19416
401876,0.19416
455427,0.19416
441143,0.19416
239539,0.19416
412075,0.19416
465993,0.19416
532919,0.19416
339580,0.19416
330261,0.19416
435299,0.19416
298333,0.19416
397978,0.19416
222373,0.19416
308501,0.19416
58888,0.19416
556687,0.19416
89621,0.19416
356021,0.19416
312862,0.19416
197044,0.19416
396340,0.19416
561250,0.19416
311081,0.19416
26318,0.19416
178611,0.19416
663192,0.19416
553476,0.19416
108300,0.19416
263154,0.19416
713167,0.19416
573375,0.19416
41892,0.19416
686288,0.19416
632569,0.19416
436467,0.19416
567629,0.19416
692788,0.19416
644742,0.19416
233581,0.19416
558725,0.19416
262155,0.19416
163875,0.19416
350961,0.19416
28037,0.19416
704624,0.19416
51950,0.19416
571359,0.19416
190003,0.19416
530440,0.19416
588871,0.19416
414316,0.19416
234759,0.19416
549419,0.19416
185232,0.19416
415295,0.19416
25226,0.19416
249738,0.19416
68709,0.19416
194355,0.19416
311415,0.19416
647284,0.19416
278987,0.19416
607242,0.19416
97018,0.19416
329016,0.19416
135248,0.19416
78320,0.19416
681035,0.19416
556656,0.19416
189765,0.19416
640963,0.19416
698828,0.19416
441452,0.19416
95063,0.19416
148598,0.19416
181036,0.19416
641244,0.19416
380731,0.19416
441692,0.19416
713267,0.19416
697285,0.19416
139722,0.19416
210695,0.19416
68400,0.19416
612521,0.19416
505070,0.19416
391673,0.19416
256776,0.19416
111485,0.19416
315004,0.19416
134511,0.19416
588902,0.19416
187357,0.19416
83667,0.19416
96840,0.19416
179975,0.19416
689171,0.19416
354911,0.19416
627709,0.19416
564461,0.19416
258452,0.19416
44839,0.19416
707163,0.19416
156564,0.19416
692811,0.19416
230425,0.19416
440775,0.19416
61028,0.19416
446723,0.19416
261162,0.19416
659877,0.19416
161797,0.19416
53243,0.19416
168266,0.19416
672756,0.19416
609352,0.19416
301087,0.19416
360656,0.19416
547258,0.19416
9207,0.19416
207462,0.19416
465653,0.19416
321854,0.19416
613756,0.19416
524021,0.19416
286181,0.19416
478385,0.19416
357657,0.19416
611773,0.19416
510450,0.19416
150000,0.19416
40384,0.19416
33618,0.19416
43711,0.19416
77784,0.19416
526918,0.19416
201467,0.19416
80308,0.19416
420200,0.19416
672891,0.19416
694514,0.19416
532431,0.19416
430510,0.19416
503616,0.19416
707274,0.19416
174396,0.19416
614400,0.19416
563140,0.19416
441746,0.19416
396855,0.19416
2667,0.19416
538629,0.19416
613777,0.19416
364329,0.19416
548451,0.19416
349283,0.19416
408260,0.19416
647484,0.19416
547570,0.19416
501817,0.19416
318716,0.19416
393816,0.19416
553887,0.19416
344418,0.19416
73080,0.19416
327175,0.19416
100558,0.19416
462779,0.19416
375275,0.19416
54245,0.19416
558558,0.19416
400414,0.19416
600703,0.19416
318721,0.19416
683092,0.19416
629442,0.19416
173875,0.19416
335085,0.19416
488483,0.19416
245295,0.19416
88852,0.19416
247907,0.19416
299979,0.19416
539225,0.19416
84052,0.19416
402354,0.19416
399416,0.19416
446660,0.19416
635908,0.19416
506248,0.19416
462148,0.19416
328492,0.19416
503194,0.19416
638077,0.19416
238328,0.19416
548928,0.19416
396575,0.19416
158403,0.19416
540922,0.19416
371687,0.19416
506546,0.19416
480396,0.19416
57853,0.19416
625,0.19416
596860,0.19416
634690,0.19416
704584,0.19416
53469,0.19416
296985,0.19416
140991,0.19416
355524,0.19416
610513,0.19416
466694,0.19416
292262,0.19416
615069,0.19416
156986,0.19416
395430,0.19416
575852,0.19416
728,0.19416
329373,0.19416
482016,0.19416
376268,0.19416
225591,0.19416
479383,0.19416
60758,0.19416
11071,0.19416
40958,0.19416
628161,0.19416
326461,0.19416
508290,0.19416
702488,0.19416
301725,0.19416
75319,0.19416
707992,0.19416
195173,0.19416
38004,0.19416
179671,0.19416
685307,0.19416
572568,0.19416
291325,0.19416
16985,0.19416
418611,0.19416
656561,0.19416
463125,0.19416
285715,0.19416
262656,0.19416
42858,0.19416
379435,0.19416
184005,0.19416
362634,0.19416
335615,0.19416
4755,0.19416
618546,0.19416
270099,0.19416
679230,0.19416
622683,0.19416
631377,0.19416
440114,0.19416
539665,0.19416
260779,0.19416
235123,0.19416
319404,0.19416
465043,0.19416
573310,0.19416
589213,0.19416
660210,0.19416
710423,0.19416
448033,0.19416
675534,0.19416
143030,0.19416
596388,0.19416
182934,0.19416
183437,0.19416
691782,0.19416
640196,0.19416
607468,0.19416
327566,0.19416
246686,0.19416
455519,0.19416
186375,0.19416
351098,0.19416
295021,0.19416
339517,0.19416
669157,0.19416
409091,0.19416
216782,0.19416
356889,0.19416
360887,0.19416
609255,0.19416
159957,0.19416
19497,0.19416
20079,0.19416
657667,0.19416
169569,0.19416
539045,0.19416
250932,0.19416
128553,0.19416
364013,0.19416
453438,0.19416
429035,0.19416
346489,0.19416
379585,0.19416
557488,0.19416
110000,0.19416
283437,0.19416
221314,0.19416
55607,0.19416
362372,0.19416
632867,0.19416
345127,0.19416
36731,0.19416
664412,0.19416
223310,0.19416
118399,0.19416
7163,0.19416
94156,0.19416
509324,0.19416
579472,0.19416
408863,0.19416
691101,0.19416
130943,0.19416
534086,0.19416
596432,0.19416
88850,0.19416
662258,0.19416
705215,0.19416
705580,0.19416
452090,0.19416
658824,0.19416
50464,0.19416
401296,0.19416
450153,0.19416
79502,0.19416
315087,0.19416
614398,0.19416
122681,0.19416
129980,0.19416
566036,0.19416
5844,0.19416
326676,0.19416
671104,0.19416
183872,0.19416
155833,0.19416
374953,0.19416
186634,0.19416
599597,0.19416
391460,0.19416
636180,0.19416
509454,0.19416
433650,0.19416
480739,0.19416
452119,0.19416
548132,0.19416
291166,0.19416
627922,0.19416
499278,0.19416
627686,0.19416
495122,0.19416
343081,0.19416
511355,0.19416
356689,0.19416
236069,0.19416
192544,0.19416
550996,0.19416
10828,0.19416
425735,0.19416
418469,0.19416
7240,0.19416
280956,0.19416
42579,0.19416
55491,0.19416
422178,0.19416
52212,0.19416
166742,0.19416
334351,0.19416
278636,0.19416
699277,0.19416
703785,0.19416
525658,0.19416
542517,0.19416
537392,0.19416
230946,0.19416
224103,0.19416
627006,0.19416
144581,0.19416
667182,0.19416
424413,0.19416
462423,0.19416
323212,0.19416
411339,0.19416
650149,0.19416
198474,0.19416
149824,0.19416
314151,0.19416
50235,0.19416
53851,0.19416
105758,0.19416
447094,0.19416
347704,0.19416
539929,0.19416
419651,0.19416
232468,0.19416
689681,0.19416
196419,0.19416
390455,0.19416
295316,0.19416
676267,0.19416
579848,0.19416
75233,0.19416
713289,0.19416
637213,0.19416
310771,0.19416
176768,0.19416
230430,0.19416
537650,0.19416
704344,0.19416
595797,0.19416
591498,0.19416
259883,0.19416
585829,0.19416
243509,0.19416
570588,0.19416
587761,0.19416
595025,0.19416
320997,0.19416
185221,0.19416
493925,0.19416
531439,0.19416
551396,0.19416
574001,0.19416
20951,0.19416
199835,0.19416
351587,0.19416
601598,0.19416
393532,0.19416
380545,0.19416
117940,0.19416
145041,0.19416
547369,0.19416
641460,0.19416
485546,0.19416
128427,0.19416
133794,0.19416
68701,0.19416
182273,0.19416
716247,0.19416
594476,0.19416
171886,0.19416
267414,0.19416
371009,0.19416
311702,0.19416
645315,0.19416
522607,0.19416
96404,0.19416
692216,0.19416
431064,0.19416
10935,0.19416
529932,0.19416
661509,0.19416
553138,0.19416
363862,0.19416
92589,0.19416
481891,0.19416
345847,0.19416
481844,0.19416
447190,0.19416
29291,0.19416
169930,0.19416
295573,0.19416
188923,0.19416
248957,0.19416
667389,0.19416
40956,0.19416
170074,0.19416
376390,0.19416
461747,0.19416
328486,0.19416
465451,0.19416
112661,0.19416
208673,0.19416
294861,0.19416
317979,0.19416
496732,0.19416
317977,0.19416
326929,0.19416
209069,0.19416
489226,0.19416
301874,0.19416
512266,0.19416
49976,0.19416
536932,0.19416
560296,0.19416
439610,0.19416
587336,0.19416
457417,0.19416
703417,0.19416
594230,0.19416
498810,0.19416
48915,0.19416
579292,0.19416
155548,0.19416
710889,0.19416
650171,0.19416
298525,0.19416
393626,0.19416
456203,0.19416
75337,0.19416
559104,0.19416
573078,0.19416
208222,0.19416
228740,0.19416
352385,0.19416
219041,0.19416
4443,0.19416
506431,0.19416
399824,0.19416
59480,0.19416
635,0.19416
429949,0.19416
283022,0.19416
347080,0.19416
586702,0.19416
530354,0.19416
471385,0.19416
204294,0.19416
390540,0.19416
143109,0.19416
648169,0.19416
333211,0.19416
587139,0.19416
497507,0.19416
317944,0.19416
410281,0.19416
496284,0.19416
355480,0.19416
105915,0.19416
464707,0.19416
254424,0.19416
683838,0.19416
354299,0.19416
541112,0.19416
595544,0.19416
112,0.19416
336852,0.19416
19620,0.19416
642820,0.19416
263835,0.19416
657288,0.19416
358166,0.19416
528722,0.19416
70211,0.19416
317748,0.19416
99846,0.19416
40650,0.19416
35385,0.19416
107163,0.19416
698504,0.19416
345515,0.19416
443799,0.19416
443217,0.19416
305362,0.19416
12232,0.19416
50584,0.19416
301500,0.19416
286301,0.19416
19100,0.19416
81563,0.19416
390611,0.19416
65135,0.19416
355602,0.19416
177179,0.19416
932,0.19416
93179,0.19416
534494,0.19416
679147,0.19416
21839,0.19416
36409,0.19416
591152,0.19416
624666,0.19416
431542,0.19416
198936,0.19416
165569,0.19416
416220,0.19416
308273,0.19416
407431,0.19416
174178,0.19416
611567,0.19416
204323,0.19416
143222,0.19416
487102,0.19416
463593,0.19416
601976,0.19416
471244,0.19416
167538,0.19416
576813,0.19416
404587,0.19416
699374,0.19416
467768,0.19416
379673,0.19416
195284,0.19416
488023,0.19416
508951,0.19416
41351,0.19416
439822,0.19416
582241,0.19416
672731,0.19416
147617,0.19416
462319,0.19416
639851,0.19416
86019,0.19416
169666,0.19416
331923,0.19416
302476,0.19416
354915,0.19416
461037,0.19416
56645,0.19416
391156,0.19416
145722,0.19416
208093,0.19416
535550,0.19416
339304,0.19416
234812,0.19416
49424,0.19416
316892,0.19416
321097,0.19416
669280,0.19416
671541,0.19416
415311,0.19416
370604,0.19416
556707,0.19416
632659,0.19416
91821,0.19416
102912,0.19416
429176,0.19416
491164,0.19416
317011,0.19416
131148,0.19416
539034,0.19416
711054,0.19416
279496,0.19416
666644,0.19416
288255,0.19416
241003,0.19416
159283,0.19416
681384,0.19416
651853,0.19416
317261,0.19416
664902,0.19416
643513,0.19416
422376,0.19416
364034,0.19416
351369,0.19416
341256,0.19416
34984,0.19416
484101,0.19416
452538,0.19416
453663,0.19416
241368,0.19416
455520,0.19416
494119,0.19416
351636,0.19416
285684,0.19416
555700,0.19416
303037,0.19416
465602,0.19416
471766,0.19416
289794,0.19416
336550,0.19416
474139,0.19416
487472,0.19416
288193,0.19416
124394,0.19416
259359,0.19416
119611,0.19416
249117,0.19416
540376,0.19416
470463,0.19416
47671,0.19416
5906,0.19416
283821,0.19416
207605,0.19416
683137,0.19416
143431,0.19416
326271,0.19416
180077,0.19416
433473,0.19416
254857,0.19416
268287,0.19416
18715,0.19416
172916,0.19416
74401,0.19416
585567,0.19416
451806,0.19416
615656,0.19416
678887,0.19416
664700,0.19416
58014,0.19416
677325,0.19416
280366,0.19416
201570,0.19416
1532,0.19416
670633,0.19416
540428,0.19416
653612,0.19416
601050,0.19416
60126,0.19416
184068,0.19416
483054,0.19416
662524,0.19416
472748,0.19416
669825,0.19416
38389,0.19416
263045,0.19416
34415,0.19416
284973,0.19416
194583,0.19416
186730,0.19416
173182,0.19416
673574,0.19416
570994,0.19416
686432,0.19416
315319,0.19416
395322,0.19416
86311,0.19416
172057,0.19416
529743,0.19416
359851,0.19416
173684,0.19416
468599,0.19416
121244,0.19416
464554,0.19416
55764,0.19416
81127,0.19416
302411,0.19416
53241,0.19416
563984,0.19416
333422,0.19416
241406,0.19416
192401,0.19416
244124,0.19416
338653,0.19416
23757,0.19416
153197,0.19416
268238,0.19416
514205,0.19416
503977,0.19416
572244,0.19416
20359,0.19416
264344,0.19416
594828,0.19416
687227,0.19416
45303,0.19416
285701,0.19416
152079,0.19416
6264,0.19416
269476,0.19416
149300,0.19416
310514,0.19416
91017,0.19416
392430,0.19416
692224,0.19416
274941,0.19416
327129,0.19416
144649,0.19416
574494,0.19416
686657,0.19416
359083,0.19416
142933,0.19416
394039,0.19416
488064,0.19416
569115,0.19416
347550,0.19416
106043,0.19416
337961,0.19416
405874,0.19416
564035,0.19416
492033,0.19416
281960,0.19416
548780,0.19416
1912,0.19416
38879,0.19416
514132,0.19416
76525,0.19416
574152,0.19416
400357,0.19416
54410,0.19416
612103,0.19416
566841,0.19416
547196,0.19416
150330,0.19416
648237,0.19416
272247,0.19416
651389,0.19416
471553,0.19416
348219,0.19416
450127,0.19416
506936,0.19416
130034,0.19416
155741,0.19416
462206,0.19416
649902,0.19416
487470,0.19416
447107,0.19416
386607,0.19416
387869,0.19416
657085,0.19416
42637,0.19416
254060,0.19416
105115,0.19416
126915,0.19416
670011,0.19416
623616,0.19416
575653,0.19416
196249,0.19416
684952,0.19416
247209,0.19416
597665,0.19416
303414,0.19416
655454,0.19416
582588,0.19416
499436,0.19416
142756,0.19416
252031,0.19416
406363,0.19416
10888,0.19416
175189,0.19416
678215,0.19416
71468,0.19416
303494,0.19416
410476,0.19416
67152,0.19416
102084,0.19416
354114,0.19416
154683,0.19416
539893,0.19416
495136,0.19416
581796,0.19416
351527,0.19416
599153,0.19416
573181,0.19416
585040,0.19416
255501,0.19416
210992,0.19416
263053,0.19416
702389,0.19416
578332,0.19416
255416,0.19416
594924,0.19416
604658,0.19416
486362,0.19416
612785,0.19416
621943,0.19416
392750,0.19416
591632,0.19416
185551,0.19416
572280,0.19416
133510,0.19416
155690,0.19416
162753,0.19416
151907,0.19416
553461,0.19416
324187,0.19416
682390,0.19416
58909,0.19416
511133,0.19416
684374,0.19416
564313,0.19416
107702,0.19416
79114,0.19416
671075,0.19416
562121,0.19416
696788,0.19416
458206,0.19416
216266,0.19416
111351,0.19416
458361,0.19416
627544,0.19416
654329,0.19416
332082,0.19416
450327,0.19416
470274,0.19416
602045,0.19416
63188,0.19416
593242,0.19416
143843,0.19416
390460,0.19416
443028,0.19416
656905,0.19416
485344,0.19416
366722,0.19416
94729,0.19416
518484,0.19416
694382,0.19416
362731,0.19416
432229,0.19416
166478,0.19416
218545,0.19416
125877,0.19416
193372,0.19416
555188,0.19416
670941,0.19416
423404,0.19416
175507,0.19416
455420,0.19416
604426,0.19416
364237,0.19416
392604,0.19416
110290,0.19416
390814,0.19416
596659,0.19416
322758,0.19416
413758,0.19416
463915,0.19416
393308,0.19416
387354,0.19416
535260,0.19416
577595,0.19416
574143,0.19416
662377,0.19416
398557,0.19416
543133,0.19416
125368,0.19416
503988,0.19416
550866,0.19416
329617,0.19416
329167,0.19416
15875,0.19416
346226,0.19416
242004,0.19416
71803,0.19416
285828,0.19416
454158,0.19416
580439,0.19416
520833,0.19416
